Title,Website,Phone Number,Category,Reviews,Rating,Longitude,Latitude,Facility Wifi,Facility Projector,Facility Food & Drink,Facility Whiteboard,Facility AV Equipment,Facility Stationeries,Harga,Kapasitas,Size Room,Address,Kabupaten,Review,Image,Review_preprocessed,clean stopword
Kempinski Grand Ballroom,http://kempinski.com,2123583800,Event venue,400,4.7,106.8199265,-6.1951857,Yes,Yes,Yes,Yes,Yes,Yes,50000000,300,Large,Grand Indonesia. West Mall. Jl. M.H. Thamrin No.1. Daerah Khusus Ibukota Jakarta 10230,Jakarta Pusat,"Grand Ballroom.....fasilitas n pelayanan oke, Bagus, bersih, security dan staf yang ramah, car parking dan akses yang mudah menuju lobby dan ballroom, Terdapat restoran dan  lounge yang akan memanjakan selera kita, Tempat y bagus nyaman ballroom y luas, ballroom dan cukup impresif dalam hal fasilitas dan makanan dari pihak hotel, Pada jam tertentu jalanan menuju hotel ini sangat macet. Ballroom mereka cukup mewah, luas, bersih dan rapi. Staffnya cukup ramah, Tempat utk training nya di ballroom oke keren .... dan menu snack dan lunch nya .... menggiurkan rasa dan tampilan nya, Lokasi di tengah kota, parkiran luas, tempat nyaman",https://images.meetingsbooker.com/images/venues/f6093bb701ed48d698fa093fb.jpg,grand ballroom fasilitas n pelayanan oke bagus bersih security dan staf yang ramah car parking dan akses yang mudah menuju lobby dan ballroom terdapat restoran dan lounge yang akan memanjakan selera kita tempat y bagus nyaman ballroom y luas ballroom dan cukup impresif dalam hal fasilitas dan makanan dari pihak hotel pada jam tertentu jalanan menuju hotel ini sangat macet ballroom mereka cukup mewah luas bersih dan rapi staff cukup ramah tempat utk training di ballroom oke keren dan menu snack dan lunch menggiurkan rasa dan tampilan lokasi di tengah kota parkiran luas tempat nyaman,grand ballroom fasilitas layan oke bagus bersih security staf ramah car parking akses mudah lobby ballroom restoran lounge manja selera bagus nyaman ballroom luas ballroom impresif fasilitas makan hotel jam jalan hotel macet ballroom mewah luas bersih rapi staff ramah utk training ballroom oke keren menu snack lunch giur tampil lokasi kota parkir luas nyaman
CEO SUITE Sahid Sudirman Center,http://ceosuite.com,2180631888,Business center,56,4.4,106.8185809,-6.2108744,Yes,Yes,Yes,Yes,Yes,Yes,200000,30,Medium,Sahid Sudirman Centre. Jl. K.H. Mas Mansyur No.86. RT.10/RW.11. Karet Tengsin. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10250,Jakarta Pusat,"Kantor mewah dengan layanan premium.
Mereka memiliki fasilitas kelas atas untuk mendukung pertemuan saya dan semua staf sangat profesional dan membantu, saya tidak pernah kecewa, ini akan dengan mudah menilai sebagai salah satu yang terbaik, Kantor yang sangat baik, layanan yang sangat baik.. tempat yang bagus untuk bekerja",https://www.ceosuite.com/wp-content/uploads/2017/10/Jakarta-Sahid-Sudirman-Boardroom.jpg?x19230,kantor mewah dengan layanan premium mereka memiliki fasilitas kelas atas untuk mendukung pertemuan saya dan semua staf sangat profesional dan membantu saya tidak pernah kecewa ini akan dengan mudah menilai sebagai salah satu yang terbaik kantor yang sangat baik layanan yang sangat baik tempat yang bagus untuk bekerja,kantor mewah layan premium milik fasilitas kelas dukung temu staf profesional bantu kecewa mudah nilai salah kantor layan bagus
MULA Kotatua Jakarta,http://mulaindonesia.com,8119466466,Coworking space,252,5.0,106.8122585,-6.1340332,Yes,Yes,No,Yes,Yes,No,150000,20,Medium,Patokan : Seberang Halte Transjakarta (Busway) Museum Fatahillah. Jl. Kali Besar Timur 4 Blok Cipta Niaga No.37. Pinangsia. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110,Jakarta barat,"Coworking space yang letaknya sangat strategis di dekat tempat wisata Kota Tua, sudah beberapa kali mengunjungi mula dan tidak pernah kecewa, Tempatnya enak banget buat kerja. Adem, ga berisik. Tenang. Koneksi wifinya kenceng, Menyenangkan sekali pakai coworking space di sini. Wifi lancar, tempat nyaman, dan tidak ada gangguan sama sekali",https://mulaindonesia.com/wp-content/uploads/2020/03/IMG_0550-1-scaled.jpg,coworking space yang letak sangat strategis di dekat tempat wisata kota tua sudah beberapa kali mengunjungi mula dan tidak pernah kecewa tempat enak banget buat kerja adem ga berisik tenang koneksi wifi kenceng menyenangkan sekali pakai coworking space di sini wifi lancar tempat nyaman dan tidak ada gangguan sama sekali,coworking space letak strategis wisata kota tua unjung kecewa banget adem ga berisik tenang koneksi wifi kenceng senang pakai coworking space wifi lancar nyaman ganggu
GoWork fX Sudirman - Coworking and Office Space,http://go-work.com,2129264178,Coworking space,234,4.6,106.8040011,-6.2244473,Yes,Yes,No,Yes,Yes,No,125000,8,Small,fX Sudirman. 7th Floor. Jl. Jenderal Sudirman Jl. Pintu Satu Senayan. RT.1/RW.3. Gelora. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10270,Jakarta Pusat,"Tempat yang asik untuk kerja, Tempatnya nyaman banget buat kerja , AC nya dingin , bersih, aman , Pelayanannya bagus , tempatnya juga strategis, Tempat yang asik buat kerja, bersih dah staff nya baik banget. Aku sih rekomendasiin buat kalian yang cari tempat cozy dan asyik bisa mampir kesini guys",https://media.flyspaces.com/docs/big-4132-1520320632.jpg?w=412,tempat yang asik untuk kerja tempat nyaman banget buat kerja ac dingin bersih aman pelayanan bagus tempat juga strategis tempat yang asik buat kerja bersih dah staff baik banget aku sih rekomendasiin buat kalian yang cari tempat cozy dan asyik bisa mampir kesini guys,asik nyaman banget ac dingin bersih aman layan bagus strategis asik bersih dah staff banget sih rekomendasiin cari cozy asyik mampir kesini guys
Swissôtel Jakarta PIK Avenue,http://swissotel.com,2122571000,Event venue,14,4.4,106.7409403,-6.1094677,Yes,Yes,Yes,Yes,Yes,Yes,500000,60,Large,Pantai Indah Kapuk St. RT.6/RW.2. Kamal Muara. Penjaringan. North Jakarta City. Jakarta 14470,Jakarta Utara,"Pergi ke sana untuk rapat. Cukup nyaman, Meeting room ok banget, untuk meeting ataupun training jg oke nih tempatnya, Ruang meeting dan koneksi wifi yang baik, Hanya saja parkir cukup sulit untuk didapat jika mencari di basement, Kami kesulitan memarkirkan mobil krn jatah parkir area hotel di basement tidak dijaga,  sehingga diparkiri oleh bukan tamu hotel, parkir cukup memadai hanya saja berada di basement.",https://www.swissotel.com/assets/0/92/2119/6442452030/6442452073/6442452075/6442452201/c116f0ea-21c3-498a-a7d5-42d0e83005ba.jpg,pergi ke sana untuk rapat cukup nyaman meeting room ok banget untuk meeting ataupun training jg oke nih tempat ruang meeting dan koneksi wifi yang baik ha saja parkir cukup sulit untuk didapat jika mencari di basement kami kesulitan memarkirkan mobil krn jatah parkir area hotel di basement tidak dijaga sehingga diparkiri oleh bukan tamu hotel parkir cukup memadai ha saja berada di basement,pergi rapat nyaman meeting room ok banget meeting training jg oke nih ruang meeting koneksi wifi ha parkir sulit cari basement sulit parkir mobil krn jatah parkir area hotel basement jaga parkir tamu hotel parkir ha basement
HUB2U Coworking Space,https://www.instagram.com/hub2u.id/?hl=en,2145878111,Coworking space,106,4.0,106.9006047,-6.1676388,Yes,Yes,No,Yes,Yes,No,100000,8,Small,Jl. Boulevard Raya Blok TT2 No.17. RT.10/RW.15. Klp. Gading Tim.. Kec. Klp. Gading. Kota Jkt Utara. Daerah Khusus Ibukota Jakarta 14240,Jakarta Utara,"Tempat bekerja ideal yang nyaman dan produktif, Coworking Space, paling murah se-DKI Jakarta, fasilitas dan layanannya gak sebanding dengan harga yang terbilang cukup mahal, Space buat parkir di depan juga sempit dan kepanggang oleh matahari, Untuk parkir motor aja susah, apalagi mobil, Disarankan untuk tidak membawa mobil sendiri ketika datang ke sini, karena slot parkir sangat terbatas","https://coworker.imgix.net/photos/indonesia/jakarta/hub2u-coworking-space/2.jpeg?w=800&h=0&q=90&auto=format,compress&fit=crop&mark=/template/img/wm_icon.png&markscale=5&markalign=center,middle",tempat bekerja ideal yang nyaman dan produktif coworking space paling murah se dki jakarta fasilitas dan layanan gak sebanding dengan harga yang terbilang cukup mahal space buat parkir di depan juga sempit dan kepanggang oleh matahari untuk parkir motor aja susah apalagi mobil disarankan untuk tidak membawa mobil sendiri ketika datang ke sini karena slot parkir sangat terbatas,ideal nyaman produktif coworking space murah dki jakarta fasilitas layan gak banding harga bilang mahal space parkir sempit panggang matahari parkir motor aja susah mobil saran bawa mobil slot parkir batas
ke:kini ruang bersama,https://www.instagram.com/kekinicoworking/?hl=en,816713600,Coworking space,328,4.4,106.8371413,-6.188207,Yes,No,No,Yes,Yes,No,150000,10,Small,Jalan Cikini Raya No 45 Cikini Menteng RT.16. RT.16/RW.1. Cikini. Kec. Menteng. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10330,Jakarta Pusat,"Tempatnya sangat strategis dan mudah diakses dgn berbagai moda transportation massal, Nyaman buat kerja atau meeting, Juga ada kopi enak, Tempatnya nyaman. Cepat akses internet nya, Area parkir terbatas, sempit, Tempat lumayan cozy tp sempit dan parkir susah, Parkir bisa menjadi tantangan, Sulit mencari tempat parkir","https://coworker.imgix.net/photos/indonesia/jakarta/kekini-ruang-bersama/3.jpg?w=800&h=0&q=90&auto=format,compress&fit=crop&mark=/template/img/wm_icon.png&markscale=5&markalign=center,middle",tempat sangat strategis dan mudah diakses dgn berbagai moda transportation massal nyaman buat kerja atau meeting juga ada kopi enak tempat nyaman cepat akses internet area parkir terbatas sempit tempat lumayan cozy tp sempit dan parkir susah parkir bisa menjadi tantangan sulit mencari tempat parkir,strategis mudah akses dgn moda transportation massal nyaman meeting kopi nyaman cepat akses internet area parkir batas sempit lumayan cozy tp sempit parkir susah parkir tantang sulit cari parkir
Working Zone,http://workingzone.id,88211614789,Coworking space,36,4.8,106.8174564,-6.2414624,Yes,Yes,No,No,Yes,No,85000,6,Small,Nomor 42.A. Jl. Bangka Raya. Pela Mampang. Kec. Mampang Prpt.. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12720,Jakarta Selatan,"Coworking space yg sangat nyaman buat bekerja, Sangat nyaman, Bagus tempatnya, Nice place to work, friendly staff and fast internet, Ini memiliki tempat parkir yang luas",https://workingzone.id/wp-content/uploads/2019/03/Meetingroom.jpg,coworking space yg sangat nyaman buat bekerja sangat nyaman bagus tempat nice place to work friendly staff and fast internet ini memiliki tempat parkir yang luas,coworking space yg nyaman nyaman bagus nice place to work friendly staff and fast internet milik parkir luas
Golden Ballroom - The Sultan Hotel & Residence Jakarta,http://sultanjakarta.com,215703600,Convention center,363,4.8,106.8099382,-6.2173852,Yes,Yes,Yes,No,Yes,Yes,450000,140,Large,Jl. Gatot Subroto. RT.1/RW.3. Gelora. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10270,Jakarta Pusat,"Lokasi di pusat kota, Very comfortable, Good venue, strategic location, good sound system too, Strategis, luas parkirnya, good hospitality dr petugasnya, sangat rekomendasi jika ada event² besar dan parkirnya sangat luas",https://myvenue.id/wp-content/uploads/2020/09/Ballroom-3-13-Wedding-Hall-Ruang-Rapat-scaled.jpg,lokasi di pusat kota very comfortable good venue strategic location good sound system too strategis luas parkir good hospitality dr petugas sangat rekomendasi jika ada event besar dan parkir sangat luas,lokasi pusat kota very comfortable good venue strategic location good sound system too strategis luas parkir good hospitality dr tugas rekomendasi event parkir luas
GoWork Coworking and Office Space,http://go-work.com,2130006718,Coworking space,296,4.7,106.822788,-6.1993051,Yes,Yes,No,Yes,Yes,No,125000,12,Small,Chubb Square. 9th Floor. Jl. M.H. Thamrin No.10. RT.14/RW.20. Kb. Melati. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10230,Jakarta Pusat,"Tempatnya nyaman banget, Staff nya juga friendly banget! Ditempat ini kita bisa berkarya sambil menikmati hidangan tanpa harus meninggalkan pekerjaan, karena kantor dan cafe ada dalam satu lokasi yang sama, Tempatnya strategis banget, dapat dijangkau dengan semua transportasi umum seperti kereta bandara, MRT dan juga Busway.",https://go-work.gumlet.io/assets/images/locations/gowork/chubb-square/gallery/15.jpg,tempat nyaman banget staff juga friendly banget ditempat ini kita bisa berkarya sambil menikmati hidangan tanpa harus meninggalkan pekerjaan karena kantor dan cafe ada dalam satu lokasi yang sama tempat strategis banget dapat dijangkau dengan semua transportasi umum seperti kereta bandara mrt dan juga busway,nyaman banget staff friendly banget karya nikmat hidang tinggal kantor cafe lokasi strategis banget jangkau transportasi kereta bandara mrt busway
vOffice - Office 8 (Virtual Office | Serviced Office | Meeting Room),http://voffice.co.id,81280055105,Office space rental agency,1505,4.6,106.8072141,-6.2272408,Yes,Yes,Yes,Yes,Yes,Yes,250000,8,Small,Scbd. Office 8. Jl. Jenderal Sudirman No.8. RW.3. Senayan. Kebayoran Baru. Jakarta 12190,Jakarta Selatan,"Tempat nya strategis banget, Pelayanan cepat tanggap, sangat membantu dan sangat terjangkau untuk harga yang ditawarkan dengan fasilitas yang didapat sangat pas, Tempat sangat strategis , memberikan kenyamanan juga yang terpenting, pelayanan nya sangat ramah dan baik, Tempat dan lokasi bagus, cust servicenya ramah dan fast response, parkiran cukup banyak slotnya, Parkiran mobil dan motornya luas juga, Parkiran motor tersedia, masuk melalui pintu utama di jalan senopati raya, Akses mudah dan parkir gampang, Parkir cukup nyaman, Parkir motor tamu harus di luar dan tidak boleh dikunci stang atau digembok, Parkir luas, ada ATM, parkir luas, parkir mudahTempat parkir sepeda motor hanya untuk anggota",https://voffice.co.id/jakarta-virtual-office/images/gallery/meeting-room/mr-office8.jpg,tempat strategis banget pelayanan cepat tanggap sangat membantu dan sangat terjangkau untuk harga yang ditawarkan dengan fasilitas yang didapat sangat pas tempat sangat strategis memberikan kenyamanan juga yang terpenting pelayanan sangat ramah dan baik tempat dan lokasi bagus cust service ramah dan fast response parkiran cukup banyak slot parkiran mobil dan motor luas juga parkiran motor tersedia masuk melalui pintu utama di jalan senopati raya akses mudah dan parkir gampang parkir cukup nyaman parkir motor tamu harus di luar dan tidak boleh dikunci stang atau digembok parkir luas ada atm parkir luas parkir mudahtempat parkir sepeda motor ha untuk anggota,strategis banget layan cepat tanggap bantu jangkau harga tawar fasilitas pas strategis nyaman layan ramah lokasi bagus cust service ramah fast response parkir slot parkir mobil motor luas parkir motor sedia pintu utama jalan senopati raya akses mudah parkir gampang parkir nyaman parkir motor tamu kunci stang gembok parkir luas atm parkir luas parkir mudahtempat parkir sepeda motor ha anggota
Hotel Amaris Meeting Room,https://amarishotel.com/id/hotel/amaris-hotel-mangga-besar/,216262908,Meeting room,2,3.5,106.8189623,-6.1494072,Yes,Yes,Yes,Yes,Yes,Yes,375000,15,Small,Jl. Raya Mangga Besar No.6. RT.6/RW.5. Mangga Besar. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11170,Jakarta barat,"Bagus rapi & ramah, murah lagi, Parkiran cukup kecil, tapi kalau hujan aman karna drop off aman dr hujan","https://foto.hrsstatic.com/fotos/0/3/1090/700/80/000000/http%3A%2F%2Ffoto-origin.hrsstatic.com%2Ffoto%2F5%2F8%2F1%2F0%2F581039%2F581039_b02_3135303.jpg/JCKdfHz%2BXscfqfpBhVNMtw%3D%3D/2048,1536/6/Amaris_Hotel_Mangga_Besar-Jakarta-Besprechungszimmer-2-581039.jpg",bagus rapi ramah murah lagi parkiran cukup kecil tapi kalau hujan aman karna drop off aman dr hujan,bagus rapi ramah murah parkir hujan aman karna drop off aman dr hujan
MARQUEE - Cyber ​​2,http://marqueeoffices.com,2175999999,Office space rental agency,91,4.6,106.8323666,-6.226387,Yes,Yes,Yes,Yes,Yes,No,150000,8,Small,Cyber2 Tower. 17th-18th Floor. Jl. H. R. Rasuna Said Blok X-5. RT.7/RW.2. Kuningan. Kuningan Tim.. Kecamatan Setiabudi. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12950,Jakarta Selatan,"Executive Office, Virtual Office, Cohost yang sangat berkembang, nyaman, dan ramah, Servicenya bagus banget, tempat nya juga nyaman & bersih banget, Kantornya nyaman dan akses internetnya cepat, Tempat meeting terbaik, dengan pemandangan yg indah, parkir bayar mahal",https://marqueeoffices.com/images/service/meet-back.png,executive office virtual office cohost yang sangat berkembang nyaman dan ramah service bagus banget tempat juga nyaman bersih banget kantor nyaman dan akses internet cepat tempat meeting terbaik dengan pemandangan yg indah parkir bayar mahal,executive office virtual office cohost kembang nyaman ramah service bagus banget nyaman bersih banget kantor nyaman akses internet cepat meeting pandang yg indah parkir bayar mahal
vOffice - East Rawamangun (Virtual Office | Serviced Office | Meeting Room),http://voffice.co.id,81280055105,Office space rental agency,46,4.8,106.8908071,-6.197018673,Yes,Yes,Yes,Yes,Yes,Yes,250000,8,Small,"Jl. Perserikatan No.1, RT.2/RW.8, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",Jakarta Timur,"Service office yang lengkap fasilitasnya, Pelayanan dan smoking area ok, Tempat nyaman untuk bekerja, Pelayanan ramah, dan mau bantu data-data jika ada yg kurang, Responsif, Tempat parkir terbatas untuk mobil, dan kurangnya perawatan di dalam gedung.",https://voffice.co.id/jakarta-virtual-office/images/gallery/meeting-room/mr-menara-rajawali.jpg,service office yang lengkap fasilitas pelayanan dan smoking area ok tempat nyaman untuk bekerja pelayanan ramah dan mau bantu data data jika ada yg kurang responsif tempat parkir terbatas untuk mobil dan kurang perawatan di dalam gedung,service office lengkap fasilitas layan smoking area ok nyaman layan ramah bantu data data yg responsif parkir batas mobil awat gedung
EastSquare Business Center,https://www.eastsquare.biz/,8128095500,Meeting room,38,4.4,106.8944942,-6.193699904,No,No,Yes,Yes,No,Yes,150000,6,Small,"Jl. Pemuda No.65, Rawamangun, Jakarta Timur",Jakarta Timur,"Tempatnya nyaman untuk berkerja dengan pelayanan yang bagus, sangat direkomendasikan untuk yang mencari coworking space di sekitaran rawamangun, Wilayah strategis, banyak akses transportasi disekitarnya, Kantornya bagus, resepsionis supel, Kantor apik, harga standar, Kantor yang strategis lokasinya.",https://www.eastsquare.biz/wp-content/uploads/2019/09/meetng-room-1024x590.jpeg,tempat nyaman untuk berkerja dengan pelayanan yang bagus sangat direkomendasikan untuk yang mencari coworking space di sekitaran rawamangun wilayah strategis banyak akses transportasi disekitar kantor bagus resepsionis supel kantor apik harga standar kantor yang strategis lokasi,nyaman layan bagus rekomendasi cari coworking space rawamangun wilayah strategis akses transportasi kantor bagus resepsionis supel kantor apik harga standar kantor strategis lokasi
Kecapi Meeting Room Santika Hotel TMII,https://www.mysantika.com/,2129378500,Hotel,9,4.7,106.8866947,-6.302934328,Yes,Yes,Yes,Yes,Yes,Yes,500000,60,Large,"Jl. Hankam Raya No.46, RT.1/RW.2, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,"Ruang meeting lumayan besar Dan AC nya dingin banget, Keren musholla nya samping Ruang meeting, Mantap, Keren tempatnya.","https://ik.imagekit.io/tvlk/blog/2020/03/Hotel-Santika-Taman-Mini-Indonesia-Indah.jpeg?tr=dpr-2,w-675",ruang meeting lumayan besar dan ac dingin banget keren musholla samping ruang meeting mantap keren tempat,ruang meeting lumayan ac dingin banget keren musholla samping ruang meeting mantap keren
Balairung Meeting Room,http://balairung-hotel.co.id/,2185917217,Hotel,7,4.4,106.8548808,-6.199692838,Yes,Yes,Yes,Yes,Yes,Yes,400000,100,Large,"Jl. Matraman Raya No.19, RT.1/RW.1, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13320",Jakarta Timur,"Di depan gedung ini terdapat halte busway, tempat meeting",https://ak-d.tripcdn.com/images/0224u120009vazp34FB6B_Z_1080_808_R5_D.jpg,di depan gedung ini terdapat halte busway tempat meeting,gedung halte busway meeting
iOffice - Jakarta (Virtual Office | Serviced Office | Meeting Room | IT Training),http://ioffice.co.id/,81212341673,Office space rental agency,3,5.0,106.8856659,-6.192790806,Yes,Yes,Yes,Yes,No,No,120000,20,Medium,"Jl. Pemuda No.15, RT.8/RW.4, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",Jakarta Timur,"Tempatnya strategis, dan nyaman, harga worth it. ",http://ioffice.co.id/wp-content/uploads/2021/03/slide1-scaled.jpg,tempat strategis dan nyaman harga worth it,strategis nyaman harga worth it
Vin & Co.Working,https://vincoworking.id/,81386468028,Meeting room,32,4.9,106.8827501,-6.226598323,Yes,Yes,Yes,No,No,No,100000,16,Small,Jl. Raya Cipinang Besar Selatan No. 8 - Gedung Vinoti Living,Jakarta Timur,"Lokasi sangat strategis, dan mudah dijangkau, Tempatnya nyaman  akses ke lokasi gampang, Tempat enak dan nyaman buat kerja dan berkegiatan baik di outdoor maupun indoor, Tempatnya menarik, harganya asyik, lokasi strategis, enak buat kerja. Tempat yg flexible dan nyaman",https://vincoworking.id/assets/images/gallery/10.jpg?v=1582183254395,lokasi sangat strategis dan mudah dijangkau tempat nyaman akses ke lokasi gampang tempat enak dan nyaman buat kerja dan berkegiatan baik di outdoor maupun indoor tempat menarik harga asyik lokasi strategis enak buat kerja tempat yg flexible dan nyaman,lokasi strategis mudah jangkau nyaman akses lokasi gampang nyaman giat outdoor indoor tarik harga asyik lokasi strategis yg flexible nyaman
Reneospace,https://www.instagram.com/reneospace/,2122088851,Coworking space,157,4.8,106.8990555,-6.241557965,Yes,No,Yes,Yes,No,No,100000,10,Small,"Jl. Pondok Bambu Batas Bambu No.14, RT.3/RW.12, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Jakarta Timur,"Tempatnya nyaman, Cocok untuk yang ingin menyewa kantor atau tempat meeting di sekitaran Jakarta Timur, Tempatnya cozy banget, Cocok buat meeting bareng klien, atau buat ngumpul bareng komunitas, Terletak satu area dengan klinik, Ada coffeshop di pintu masuk yang bikin suasananya wangi kopi, Multifunction roomnya enak dan adem,  homy banget suasananya, Tempatnya nyaman, lingkungannya pun tenang tepat untuk meeting maupun utk mengerjakan tugas akhir, Parkiran aman.",https://www.rukita.co/stories/wp-content/uploads/2020/01/coworking-space-jaktim-1.jpg,tempat nyaman cocok untuk yang ingin menyewa kantor atau tempat meeting di sekitaran jakarta timur tempat cozy banget cocok buat meeting bareng klien atau buat ngumpul bareng komunitas terletak satu area dengan klinik ada coffeshop di pintu masuk yang bikin suasana wangi kopi multifunction room enak dan adem homy banget suasana tempat nyaman lingkungan pun tenang tepat untuk meeting maupun utk mengerjakan tugas akhir parkiran aman,nyaman cocok sewa kantor meeting jakarta timur cozy banget cocok meeting bareng klien ngumpul bareng komunitas letak area klinik coffeshop pintu bikin suasana wangi kopi multifunction room adem homy banget suasana nyaman lingkung tenang meeting utk tugas parkir aman
